company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,plan_name,financial_year,plan_status,metric_name,weight_percentage,threshold_value,threshold_payout_percentage,target_value,target_payout_percentage,stretch_value,stretch_payout_percentage,maximum_value,maximum_payout_percentage,actual_performance,actual_payout_percentage,total_bonus_payout,assessment_summary,additional_conditions,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Aberdeen Group Plc,ABDN LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,4251.0,Annual Bonus Plan (2026),FY2026,prospective,Social/People,10.0,,,"Performance against Social objectives including key indicators of culture, gender and ethnicity targets (specific targets not disclosed; to be disclosed in arrears)",100.0,,,,,,,,Non-financial measure. Specific targets not disclosed for FY2026; to be disclosed in arrears in the Annual Report and Accounts 2026.,May include key indicators of culture and gender/ethnicity representation targets. Specific targets are commercially sensitive and will be disclosed in the Annual Report and Accounts 2026.,aberdeen_group_ar_2025,https://www.aberdeeninvestments.com/docs?documentid=AA-110326-205370-24,"=HYPERLINK(""https://www.aberdeeninvestments.com/docs?documentid=AA-110326-205370-24#page=114"",""p.114 of AR"")",2.0,
Aberdeen Group Plc,ABDN LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,4251.0,Annual Bonus Plan (2026),FY2026,prospective,Customer,10.0,,,"Customer objectives including customer feedback, satisfaction scores and NPS rankings across ii, Adviser and Investments businesses (specific targets not disclosed; to be disclosed in arrears)",100.0,,,,,,,,Non-financial measure. Specific targets not disclosed for FY2026; to be disclosed in arrears in the Annual Report and Accounts 2026.,"Measured across three business lines (ii, Adviser and Investments); may include customer feedback, satisfaction scores and NPS rankings. Specific targets are commercially sensitive and will be disclosed in the Annual Report and Accounts 2026. General plan conditions: Maximum opportunity up to 300% of salary (subject to total cap of 700% of salary across LTIP and Annual Bonus); threshold payout of 25% of award opportunity; maximum payout of 100% of award opportunity; minimum 25% of bonus deferred into shares (reduced from 50%) once shareholding requirement is met (350% of salary for CEO), vesting in equal tranches over three years; Remuneration Committee retains discretion to adjust outcomes to reflect holistic view of performance including conduct and culture.",aberdeen_group_ar_2025,https://www.aberdeeninvestments.com/docs?documentid=AA-110326-205370-24,"=HYPERLINK(""https://www.aberdeeninvestments.com/docs?documentid=AA-110326-205370-24#page=114"",""p.114 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,2024 Annual Bonus Plan (ABP),2024,completed,Profit,67.5,£437m,0.0,£527m,100.0,,,£606m,200.0,£839m,100.0,96.58,,Profit before tax measure,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=154"",""p.154 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,2024 Annual Bonus Plan (ABP),2024,completed,Turnover Growth,7.5,£541m,0.0,"£1,133m",100.0,,,"£1,726m",200.0,"£1,335m",67.05,96.58,,Total value of revenue generated by the Group,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=154"",""p.154 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,2024 Annual Bonus Plan (ABP),2024,completed,Customer Outcomes,12.5,,,Weighted customer outcome scores from across the Group entities,100.0,,,,,92.42% of maximum,92.42,96.58,,Customer measures and outcomes from Group entities scored relative to entity-set performance ranges,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=154"",""p.154 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,2024 Annual Bonus Plan (ABP),2024,completed,Trust Index,12.5,9% under benchmark,0.0,4% under benchmark,100.0,,,At benchmark,200.0,At benchmark,100.0,96.58,,Average of employee responses to core survey questions in Great Place To Work (GPTW) survey scored relative to benchmark of world's 25 best workplaces,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=154"",""p.154 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan,2025,prospective,Profit,67.5,,,Profit before tax (specific targets not disclosed),100.0,,,,,,,,,Values consistent with reported figures in Annual Report,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=154"",""p.154 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan,2025,prospective,Turnover,7.5,,,Total value of revenue generated by the Group (specific targets not disclosed),100.0,,,,,,,,,Values consistent with reported figures in Annual Report,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=154"",""p.154 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan,2025,prospective,Trust Index (people),8.34,,,Average of employee responses to core GPTW survey questions scored relative to benchmark (specific targets not disclosed),100.0,,,,,,,,,Scored relative to benchmark of world's 25 best workplaces,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=173"",""p.173 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan,2025,prospective,Customer Feedback (NPS),8.33,,,Customer measures from Group entities (specific targets not disclosed),100.0,,,,,,,,,Scored relative to entity-set performance ranges with mechanical outcomes based on monthly performance,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=173"",""p.173 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan,2025,prospective,Customer Outcomes (CRMI),8.33,,,Customer measures and outcomes from Group entities (specific targets not disclosed),100.0,,,,,,,,,Scored relative to entity-set performance ranges with mechanical outcomes based on monthly performance,admiral_group_ar_2024,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=154"",""p.154 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan ('ABP'),FY2025,completed,Profit (Financial) – Group profit before tax,67.5,Not disclosed (commercially sensitive),25.0,Not disclosed (commercially sensitive),50.0,,,Not disclosed (commercially sensitive),100.0,Strong profit outcomes noted; contributed to high formulaic scorecard result,85.76,85.76,Contributed to overall 85.76% of maximum outcome. The Committee concluded remuneration earned was proportionate and aligned to business performance. No downward adjustment applied.,"Subject to holistic review and potential downward-only risk adjustment for risk events with material customer, regulatory or financial impact. No risk adjustment was applied in 2025.",admiral_group_ar_2025,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=162"",""p.162 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan ('ABP'),FY2025,completed,Turnover (Financial) – Total value of revenue generated by the Group,7.5,Not disclosed (commercially sensitive),25.0,Not disclosed (commercially sensitive),50.0,,,Not disclosed (commercially sensitive),100.0,Not separately disclosed,85.76,85.76,Contributed to overall 85.76% of maximum outcome. No downward adjustment applied.,"Subject to holistic review and potential downward-only risk adjustment for risk events with material customer, regulatory or financial impact. No risk adjustment was applied in 2025.",admiral_group_ar_2025,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=162"",""p.162 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan ('ABP'),FY2025,completed,"Trust Index / People (Non-Financial) – Average of employee responses to core survey questions in the Great Place To Work® (GPTW) survey, scored relative to the benchmark of the world's 25 best workplaces",8.34,Not disclosed,25.0,Not disclosed,50.0,,,Not disclosed,100.0,Not separately disclosed,85.76,85.76,Contributed to overall 85.76% of maximum outcome. No downward adjustment applied.,Subject to holistic review.,admiral_group_ar_2025,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=162"",""p.162 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan ('ABP'),FY2025,completed,Customer Feedback / NPS (Non-Financial) – Customer Net Promoter Score (NPS) feedback from Group entities,8.33,Not disclosed,25.0,Not disclosed,50.0,48 (referenced in DFSS context),,Not disclosed,100.0,"Not separately disclosed for ABP; Group NPS of 49.67 referenced in DFSS context, exceeding stretch of 48",85.76,85.76,Contributed to overall 85.76% of maximum outcome. Group NPS of 49.67 exceeded the DFSS stretch target of 48. No downward adjustment applied.,Outcomes scored relative to entity-set performance ranges on a monthly mechanical basis. Subject to holistic review.,admiral_group_ar_2025,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=162"",""p.162 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan ('ABP'),FY2025,completed,"Customer Outcomes / CRMI (Non-Financial) – Customer Risk Management Index (CRMI) outcomes from Group entities, scored relative to entity-set performance ranges",8.33,Not disclosed,25.0,Not disclosed,50.0,,,Not disclosed,100.0,High CRMI from across the Group noted,85.76,85.76,High CRMI from across the Group contributed to overall 85.76% of maximum outcome. No downward adjustment applied.,"Outcomes scored on a monthly mechanical basis. Subject to holistic review. Subject to potential downward-only risk adjustment for risk events with material customer, regulatory or financial impact. No risk adjustment was applied in 2025.",admiral_group_ar_2025,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=162"",""p.162 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan ('ABP'),FY2025,completed,Holistic Review / Committee Discretion (Overlay),0.0,,,,,,,,,No adjustment applied; formulaic outcome confirmed as final outcome,0.0,85.76,"The Committee concluded the Executive Directors are high performing with an excellent track record, and that remuneration earned was proportionate and aligned to business performance. No adjustment was applied; formulaic outcome of 85.76% of maximum confirmed as final outcome.","The Committee conducted a holistic review considering: Executive Director personal performance, dividend/share price performance, strategic delivery, risk appetite adherence, loss/combined ratio outcomes, financial stability, wider ESG performance, inclusion and diversity, and technology milestones. Annual Bonus Plan subject to a further downward-only risk adjustment for risk events with material customer, regulatory or financial impact. No such adjustment was applied in 2025.",admiral_group_ar_2025,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=162"",""p.162 of AR"")",2.0,
Admiral Group Plc,ADM LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,9821.9,Annual Bonus Plan ('ABP'),FY2026,prospective,"Profit (Financial) – Group profit before tax, consistent with figures reported in the Annual Report",67.5,Not disclosed (commercially sensitive),25.0,Not disclosed (commercially sensitive),50.0,,,Not disclosed (commercially sensitive),100.0,,,,,"Subject to two-phase methodology: Phase 1 formulaic scorecard; Phase 2 holistic review considering personal performance, dividend/share price, strategic delivery, risk appetite, loss/combined ratio, financial stability, ESG, inclusion and diversity, and technology milestones. Subject to potential downward-only risk adjustment for material customer, regulatory or financial risk events. Subject to malus and clawback provisions.",admiral_group_ar_2025,https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278,"=HYPERLINK(""https://admiralgroup.co.uk/static-files/1cc7d555-af0c-42c8-b2d9-8bae4036c278#page=162"",""p.162 of AR"")",2.0,
